# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000106615.10	RHEB	protein_coding	7563	3768	3795	158.2569	45.4227	44.9263
ENSG00000106617.15	PRKAG2	protein_coding	1331	679	660	5.9901	1.7193	1.7005
ENSG00000106624.11	AEBP1	protein_coding	1971	1004	975	29.3126	8.4133	8.3213
ENSG00000106628.11	POLD2	protein_coding	8471	4201	4279	169.4854	48.6455	48.1138
ENSG00000106631.8	MYL7	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000106633.17	GCK	protein_coding	48	28	21	0.6779	0.1946	0.1924
ENSG00000106635.8	BCL7B	protein_coding	3512	1734	1779	80.3830	23.0714	22.8193
ENSG00000106636.9	YKT6	protein_coding	7524	3837	3691	72.3986	20.7798	20.5526
ENSG00000106638.17	TBL2	protein_coding	3765	1908	1862	43.5180	12.4905	12.3540
ENSG00000106648.14	GALNTL5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000106665.16	CLIP2	protein_coding	14313	7097	7221	143.4765	41.1805	40.7304
ENSG00000106682.15	EIF4H	protein_coding	14019	6983	7044	178.4750	51.2257	50.6658
ENSG00000106683.15	LIMK1	protein_coding	5025	2475	2550	52.7836	15.1499	14.9843
ENSG00000106686.16	SPATA6L	protein_coding	21	54	42	0.2109	0.0605	0.0599
ENSG00000106688.12	SLC1A1	protein_coding	928	442	487	17.2636	4.9550	4.9008
ENSG00000106689.11	LHX2	protein_coding	776	473	518	22.9750	6.5943	6.5222
ENSG00000106692.15	FKTN	protein_coding	938	435	504	3.4090	0.9784	0.9677
ENSG00000106701.13	FSD1L	protein_coding	453	243	210	3.3907	0.9732	0.9625
ENSG00000106714.17	CNTNAP3	protein_coding	35	11	24	0.2718	0.0780	0.0771
ENSG00000106723.17	SPIN1	protein_coding	3428	1695	1735	51.6882	14.8355	14.6733
ENSG00000106733.21	NMRK1	protein_coding	163	87	76	3.1178	0.8949	0.8851
ENSG00000106771.13	TMEM245	protein_coding	2949	1459	1490	22.9417	6.5847	6.5127
ENSG00000106772.18	PRUNE2	protein_coding	2980	1700	1666	15.0042	4.3065	4.2594
ENSG00000106780.9	MEGF9	protein_coding	1721	846	875	20.1954	5.7965	5.7331
ENSG00000106785.15	TRIM14	protein_coding	702	617	568	9.4687	2.7177	2.6880
ENSG00000106789.13	CORO2A	protein_coding	47	28	19	0.6081	0.1745	0.1726
ENSG00000106799.13	TGFBR1	protein_coding	2350	1201	1149	25.4664	7.3094	7.2295
ENSG00000106803.10	SEC61B	protein_coding	2943	1434	1509	179.9601	51.6519	51.0874
ENSG00000106804.8	C5	protein_coding	118	53	65	1.3355	0.3833	0.3791
ENSG00000106809.11	OGN	protein_coding	109	54	56	2.0045	0.5753	0.5690
ENSG00000106819.13	ASPN	protein_coding	81	43	38	2.4244	0.6958	0.6882
ENSG00000106823.12	ECM2	protein_coding	485	233	252	7.2936	2.0934	2.0705
ENSG00000106829.20	TLE4	protein_coding	778	370	408	7.0253	2.0164	1.9944
ENSG00000106852.15	LHX6	protein_coding	27	14	14	0.3473	0.0997	0.0986
ENSG00000106853.20	PTGR1	protein_coding	582	303	285	11.4128	3.2757	3.2399
ENSG00000106868.17	SUSD1	protein_coding	375	172	203	6.8049	1.9531	1.9318
ENSG00000106927.12	AMBP	protein_coding	2	0	2	0.0779	0.0224	0.0221
ENSG00000106948.17	AKNA	protein_coding	1461	730	731	10.1886	2.9243	2.8924
ENSG00000106952.7	TNFSF8	protein_coding	65	33	32	1.6536	0.4746	0.4694
ENSG00000106976.21	DNM1	protein_coding	892	424	482	6.1355	1.7610	1.7418
ENSG00000106991.14	ENG	protein_coding	3558	2306	2232	68.5708	19.6811	19.4660
ENSG00000106992.19	AK1	protein_coding	299	152	147	8.5247	2.4468	2.4200
ENSG00000106993.12	CDC37L1	protein_coding	666	353	313	12.4649	3.5777	3.5386
ENSG00000107014.9	RLN2	protein_coding	25	15	10	1.7961	0.5155	0.5099
ENSG00000107018.8	RLN1	protein_coding	13	8	5	0.8401	0.2411	0.2385
ENSG00000107020.10	PLGRKT	protein_coding	746	381	365	35.7657	10.2654	10.1532
ENSG00000107021.16	TBC1D13	protein_coding	2413	1187	1227	45.3802	13.0250	12.8826
ENSG00000107036.12	RIC1	protein_coding	563	289	325	4.8448	1.3906	1.3754
ENSG00000107077.19	KDM4C	protein_coding	640	340	300	4.5834	1.3155	1.3011
ENSG00000107099.16	DOCK8	protein_coding	459	240	225	2.4618	0.7066	0.6989
ENSG00000107104.20	KANK1	protein_coding	2172	1098	1074	13.4844	3.8703	3.8280
ENSG00000107105.15	ELAVL2	protein_coding	142	70	72	2.0424	0.5862	0.5798
ENSG00000107130.10	NCS1	protein_coding	2718	1350	1368	36.7883	10.5589	10.4435
ENSG00000107140.16	TESK1	protein_coding	2960	1494	1516	65.4979	18.7991	18.5937
ENSG00000107147.14	KCNT1	protein_coding	18	12	9	0.0853	0.0245	0.0242
ENSG00000107159.13	CA9	protein_coding	1135	853	816	52.1821	14.9773	14.8136
ENSG00000107164.16	FUBP3	protein_coding	3520	1781	1740	39.4106	11.3116	11.1880
ENSG00000107165.13	TYRP1	protein_coding	4	3	3	0.0792	0.0227	0.0225
ENSG00000107175.12	CREB3	protein_coding	5137	2731	2651	232.2758	66.6675	65.9389
ENSG00000107185.10	RGP1	protein_coding	2136	1694	1668	22.1599	6.3603	6.2908
ENSG00000107186.17	MPDZ	protein_coding	1965	990	975	12.7732	3.6661	3.6261
ENSG00000107187.17	LHX3	protein_coding	66	29	37	1.2706	0.3647	0.3607
ENSG00000107201.10	DDX58	protein_coding	589	290	304	9.3845	2.6935	2.6641
ENSG00000107223.13	EDF1	protein_coding	7870	3890	3989	476.1192	136.6552	135.1616
ENSG00000107242.20	PIP5K1B	protein_coding	107	44	64	1.5535	0.4459	0.4410
ENSG00000107249.23	GLIS3	protein_coding	906	485	457	5.5919	1.6050	1.5874
ENSG00000107262.26	BAG1	protein_coding	4739	2434	2310	49.5331	14.2169	14.0615
ENSG00000107263.18	RAPGEF1	protein_coding	4688	2326	2367	49.4969	14.2065	14.0513
ENSG00000107281.10	NPDC1	protein_coding	3658	1760	1903	99.4230	28.5363	28.2244
ENSG00000107282.8	APBA1	protein_coding	683	333	352	4.4110	1.2661	1.2522
ENSG00000107290.14	SETX	protein_coding	1744	882	870	10.6195	3.0480	3.0147
ENSG00000107295.10	SH3GL2	protein_coding	3390	1686	1704	93.0627	26.7107	26.4188
ENSG00000107317.13	PTGDS	protein_coding	348	174	175	9.4864	2.7228	2.6930
ENSG00000107331.17	ABCA2	protein_coding	3915	1972	1947	25.1525	7.2193	7.1403
ENSG00000107338.10	SHB	protein_coding	606	288	318	7.4235	2.1307	2.1074
ENSG00000107341.5	UBE2R2	protein_coding	8165	3973	4193	134.8284	38.6983	38.2753
ENSG00000107362.14	ABHD17B	protein_coding	1132	578	554	25.9817	7.4572	7.3757
ENSG00000107371.14	EXOSC3	protein_coding	549	350	344	5.2985	1.5208	1.5042
ENSG00000107372.13	ZFAND5	protein_coding	7273	4178	4056	76.1051	21.8436	21.6048
ENSG00000107404.20	DVL1	protein_coding	2880	1445	1469	54.8465	15.7420	15.5699
ENSG00000107438.9	PDLIM1	protein_coding	1358	679	679	45.0808	12.9390	12.7976
ENSG00000107443.16	CCNJ	protein_coding	676	342	334	12.0481	3.4580	3.4202
ENSG00000107447.8	DNTT	protein_coding	2	1	2	0.0755	0.0217	0.0214
ENSG00000107485.18	GATA3	protein_coding	20	6	14	0.4354	0.1250	0.1236
ENSG00000107518.18	ATRNL1	protein_coding	1014	518	554	7.5287	2.1609	2.1373
ENSG00000107521.19	HPS1	protein_coding	401	201	203	5.5924	1.6051	1.5876
ENSG00000107537.14	PHYH	protein_coding	3323	1681	1642	72.7464	20.8796	20.6514
ENSG00000107551.21	RASSF4	protein_coding	21583	10953	11016	168.2945	48.3037	47.7757
ENSG00000107554.17	DNMBP	protein_coding	1702	881	921	14.8223	4.2543	4.2078
ENSG00000107560.12	RAB11FIP2	protein_coding	625	323	343	7.1009	2.0381	2.0158
ENSG00000107562.16	CXCL12	protein_coding	948	472	476	11.5327	3.3101	3.2739
ENSG00000107566.14	ERLIN1	protein_coding	2199	1068	1132	46.5680	13.3659	13.2198
ENSG00000107581.13	EIF3A	protein_coding	6489	3300	3198	67.5570	19.3901	19.1782
ENSG00000107593.17	PKD2L1	protein_coding	10	3	9	0.2596	0.0745	0.0737
ENSG00000107611.16	CUBN	protein_coding	464	220	248	2.5862	0.7423	0.7342
ENSG00000107614.22	TRDMT1	protein_coding	578	295	287	2.7652	0.7937	0.7850
ENSG00000107625.13	DDX50	protein_coding	2456	1272	1184	67.6485	19.4164	19.2042
ENSG00000107643.16	MAPK8	protein_coding	2654	1305	1353	20.2818	5.8213	5.7576
ENSG00000107651.13	SEC23IP	protein_coding	1492	789	703	14.0565	4.0345	3.9904
ENSG00000107669.18	ATE1	protein_coding	1251	655	614	17.1745	4.9294	4.8755
ENSG00000107672.15	NSMCE4A	protein_coding	1104	664	688	23.0362	6.6118	6.5395
ENSG00000107679.14	PLEKHA1	protein_coding	974	504	470	3.0020	0.8616	0.8522
ENSG00000107719.9	PALD1	protein_coding	3411	1696	1716	54.7007	15.7001	15.5285
ENSG00000107731.12	UNC5B	protein_coding	2593	1339	1260	28.0217	8.0428	7.9549
ENSG00000107736.21	CDH23	protein_coding	204	121	136	0.8108	0.2327	0.2302
ENSG00000107738.20	VSIR	protein_coding	2309	1169	1142	33.1265	9.5079	9.4040
ENSG00000107742.13	SPOCK2	protein_coding	8920	4419	4504	102.8611	29.5231	29.2004
ENSG00000107745.19	MICU1	protein_coding	5351	2708	2643	102.6977	29.4762	29.1540
ENSG00000107758.16	PPP3CB	protein_coding	2579	1324	1287	37.4655	10.7533	10.6358
ENSG00000107771.17	CCSER2	protein_coding	2943	1491	1452	25.8276	7.4130	7.3320
ENSG00000107779.14	BMPR1A	protein_coding	2598	1317	1283	20.1793	5.7918	5.7285
ENSG00000107789.16	MINPP1	protein_coding	1187	583	605	29.0862	8.3483	8.2571
ENSG00000107796.13	ACTA2	protein_coding	1482	1766	1831	36.8152	10.5667	10.4512
ENSG00000107798.18	LIPA	protein_coding	3714	1881	1885	56.1379	16.1126	15.9365
ENSG00000107807.13	TLX1	protein_coding	17	10	7	0.4786	0.1374	0.1359
ENSG00000107815.10	TWNK	protein_coding	1562	1129	1116	27.9266	8.0155	7.9278
ENSG00000107816.17	LZTS2	protein_coding	3879	2080	2041	43.8016	12.5719	12.4345
ENSG00000107819.13	SFXN3	protein_coding	2976	1481	1500	47.5084	13.6358	13.4868
ENSG00000107821.15	KAZALD1	protein_coding	359	182	179	6.3631	1.8263	1.8064
ENSG00000107829.15	FBXW4	protein_coding	2319	1227	1229	34.0294	9.7671	9.6603
ENSG00000107831.13	FGF8	protein_coding	7	4	4	0.3644	0.1046	0.1035
ENSG00000107833.10	NPM3	protein_coding	1408	703	707	112.1674	32.1942	31.8423
ENSG00000107854.6	TNKS2	protein_coding	2661	1355	1306	31.5162	9.0457	8.9469
ENSG00000107859.10	PITX3	protein_coding	11	7	4	0.5691	0.1633	0.1616
ENSG00000107862.6	GBF1	protein_coding	4758	2377	2386	15.3597	4.4085	4.3603
ENSG00000107863.18	ARHGAP21	protein_coding	6541	3288	3253	43.3459	12.4411	12.3051
ENSG00000107864.15	CPEB3	protein_coding	205	96	110	1.9138	0.5493	0.5433
ENSG00000107872.13	FBXL15	protein_coding	736	515	526	20.9840	6.0228	5.9570
ENSG00000107874.11	CUEDC2	protein_coding	7284	3739	3546	403.3674	115.7741	114.5087
ENSG00000107882.12	SUFU	protein_coding	1680	840	841	18.0523	5.1814	5.1247
ENSG00000107890.17	ANKRD26	protein_coding	291	146	145	1.5861	0.4552	0.4503
ENSG00000107897.20	ACBD5	protein_coding	3992	2039	2060	25.0231	7.1821	7.1036
ENSG00000107902.14	LHPP	protein_coding	1243	648	612	22.5505	6.4724	6.4017
ENSG00000107929.15	LARP4B	protein_coding	3693	1829	1865	23.5158	6.7495	6.6757
ENSG00000107937.19	GTPBP4	protein_coding	3686	2072	1929	44.5190	12.7778	12.6381
ENSG00000107938.18	EDRF1	protein_coding	585	425	427	5.5869	1.6035	1.5860
ENSG00000107949.17	BCCIP	protein_coding	2796	1707	1740	45.9751	13.1957	13.0515
ENSG00000107951.15	MTPAP	protein_coding	1266	684	716	11.2209	3.2206	3.1854
ENSG00000107954.10	NEURL1	protein_coding	72	30	42	1.0729	0.3080	0.3046
ENSG00000107957.16	SH3PXD2A	protein_coding	891	476	419	5.6031	1.6082	1.5906
ENSG00000107959.17	PITRM1	protein_coding	4045	2659	2741	23.6677	6.7931	6.7188
ENSG00000107960.11	STN1	protein_coding	721	388	333	8.1142	2.3289	2.3035
ENSG00000107968.10	MAP3K8	protein_coding	149	83	66	3.1320	0.8990	0.8891
ENSG00000107984.10	DKK1	protein_coding	54	21	38	1.7975	0.5159	0.5103
ENSG00000108001.15	EBF3	protein_coding	312	192	193	4.2322	1.2147	1.2015
ENSG00000108010.12	GLRX3	protein_coding	3082	1501	1584	43.9098	12.6029	12.4652
ENSG00000108018.15	SORCS1	protein_coding	644	337	307	4.7782	1.3714	1.3564
ENSG00000108021.20	TASOR2	protein_coding	4225	2165	2097	28.4989	8.1797	8.0903
ENSG00000108039.18	XPNPEP1	protein_coding	3423	1862	1887	37.8206	10.8552	10.7366
ENSG00000108055.10	SMC3	protein_coding	2992	1504	1489	38.9221	11.1714	11.0493
ENSG00000108061.12	SHOC2	protein_coding	1709	851	858	28.8325	8.2755	8.1850
ENSG00000108064.11	TFAM	protein_coding	1928	1030	898	26.9849	7.7452	7.6605
ENSG00000108091.11	CCDC6	protein_coding	2491	1246	1245	25.3623	7.2795	7.1999
ENSG00000108094.16	CUL2	protein_coding	2668	1353	1315	37.4343	10.7444	10.6269
ENSG00000108100.18	CCNY	protein_coding	7613	3796	3817	92.1444	26.4472	26.1581
ENSG00000108106.14	UBE2S	protein_coding	1835	887	951	48.4669	13.9109	13.7589
ENSG00000108107.15	RPL28	protein_coding	26546	13099	13459	309.2510	88.7609	87.7907
ENSG00000108175.17	ZMIZ1	protein_coding	7330	3606	3729	48.7448	13.9907	13.8378
ENSG00000108176.15	DNAJC12	protein_coding	489	240	249	16.9009	4.8509	4.7979
ENSG00000108179.14	PPIF	protein_coding	4817	2386	2432	133.3260	38.2671	37.8488
ENSG00000108187.16	PBLD	protein_coding	280	130	151	4.0023	1.1487	1.1362
ENSG00000108219.15	TSPAN14	protein_coding	7082	3649	3444	29.2673	8.4003	8.3084
ENSG00000108231.14	LGI1	protein_coding	128	61	67	0.6125	0.1758	0.1739
ENSG00000108239.9	TBC1D12	protein_coding	877	443	436	8.8986	2.5541	2.5262
ENSG00000108242.13	CYP2C18	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000108244.17	KRT23	protein_coding	20	11	13	0.5081	0.1458	0.1442
ENSG00000108255.8	CRYBA1	protein_coding	2	1	1	0.1853	0.0532	0.0526
ENSG00000108256.9	NUFIP2	protein_coding	2781	1388	1397	18.9018	5.4252	5.3659
ENSG00000108262.16	GIT1	protein_coding	6907	3422	3492	90.3760	25.9396	25.6561
ENSG00000108298.12	RPL19	protein_coding	67259	33545	33738	1384.6728	397.4272	393.0834
ENSG00000108306.13	FBXL20	protein_coding	1319	635	690	8.8222	2.5321	2.5045
ENSG00000108309.14	RUNDC3A	protein_coding	3321	2040	2082	50.0646	14.3695	14.2124
ENSG00000108312.15	UBTF	protein_coding	7685	4043	4030	81.2442	23.3186	23.0638
ENSG00000108342.13	CSF3	protein_coding	5	1	5	0.1665	0.0478	0.0473
ENSG00000108344.15	PSMD3	protein_coding	10648	5335	5317	158.9322	45.6165	45.1180
ENSG00000108349.17	CASC3	protein_coding	11134	5528	5612	129.2589	37.0997	36.6942
ENSG00000108352.13	RAPGEFL1	protein_coding	450	234	216	5.7998	1.6647	1.6465
ENSG00000108370.17	RGS9	protein_coding	689	330	360	7.2240	2.0734	2.0508
ENSG00000108375.13	RNF43	protein_coding	5	2	3	0.0584	0.0168	0.0166
ENSG00000108379.10	WNT3	protein_coding	1325	665	670	22.9619	6.5905	6.5185
ENSG00000108381.11	ASPA	protein_coding	1162	558	604	14.6972	4.2184	4.1723
ENSG00000108384.15	RAD51C	protein_coding	1189	595	595	14.4860	4.1578	4.1123
ENSG00000108387.15	SEPTIN4	protein_coding	2320	1444	1412	16.9230	4.8572	4.8041
ENSG00000108389.9	MTMR4	protein_coding	3587	1826	1762	35.4758	10.1822	10.0709
ENSG00000108395.14	TRIM37	protein_coding	3556	1877	1839	47.9551	13.7640	13.6136
ENSG00000108405.4	P2RX1	protein_coding	38	24	14	0.7119	0.2043	0.2021
ENSG00000108406.10	DHX40	protein_coding	4890	2423	2471	61.2107	17.5686	17.3766
ENSG00000108417.4	KRT37	protein_coding	2	1	2	0.0848	0.0243	0.0241
ENSG00000108423.15	TUBD1	protein_coding	612	325	287	13.5746	3.8962	3.8536
ENSG00000108424.11	KPNB1	protein_coding	12052	7065	6823	86.4616	24.8161	24.5449
ENSG00000108433.17	GOSR2	protein_coding	3712	1890	1823	19.1022	5.4827	5.4228
ENSG00000108439.11	PNPO	protein_coding	1420	1041	1061	20.0877	5.7656	5.7025
ENSG00000108442.2	TVP23BP2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000108443.14	RPS6KB1	protein_coding	1763	858	906	16.9334	4.8602	4.8071
ENSG00000108448.21	TRIM16L	protein_coding	1812	888	924	30.9444	8.8816	8.7846
ENSG00000108452.1	ZNF29P	unprocessed_pseudogene	1	0	1	0.4401	0.1263	0.1249
ENSG00000108465.15	CDK5RAP3	protein_coding	256	145	113	3.1143	0.8939	0.8841
ENSG00000108468.15	CBX1	protein_coding	6805	3401	3406	165.2706	47.4358	46.9173
ENSG00000108469.15	RECQL5	protein_coding	1258	662	657	10.6094	3.0451	3.0118
ENSG00000108474.17	PIGL	protein_coding	395	246	258	4.7390	1.3602	1.3453
ENSG00000108479.12	GALK1	protein_coding	1569	801	769	48.0107	13.7800	13.6294
ENSG00000108506.13	INTS2	protein_coding	895	443	452	7.6696	2.2013	2.1773
ENSG00000108509.21	CAMTA2	protein_coding	1505	1143	1142	18.4760	5.3030	5.2450
ENSG00000108510.10	MED13	protein_coding	3353	1737	1617	19.5599	5.6141	5.5527
ENSG00000108511.10	HOXB6	protein_coding	7	8	11	0.1987	0.0570	0.0564
ENSG00000108515.18	ENO3	protein_coding	1040	5722	5685	17.9137	5.1416	5.0854
ENSG00000108516.5	AC003958.1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000108518.8	PFN1	protein_coding	20634	15226	15788	953.9972	273.8152	270.8225
ENSG00000108523.16	RNF167	protein_coding	9209	4592	4633	248.1079	71.2116	70.4333
ENSG00000108528.14	SLC25A11	protein_coding	7906	3952	3973	236.5354	67.8901	67.1481
ENSG00000108551.5	RASD1	protein_coding	6997	3471	3531	295.9256	84.9362	84.0079
ENSG00000108556.10	CHRNE	protein_coding	155	402	364	3.2545	0.9341	0.9239
ENSG00000108557.19	RAI1	protein_coding	1618	871	955	12.3214	3.5365	3.4978
ENSG00000108559.12	NUP88	protein_coding	2198	2145	2163	27.0690	7.7693	7.6844
ENSG00000108561.8	C1QBP	protein_coding	8797	4416	4384	278.5222	79.9411	79.0674
ENSG00000108576.10	SLC6A4	protein_coding	6	2	5	0.0635	0.0182	0.0180
ENSG00000108578.15	BLMH	protein_coding	3213	1699	1515	46.4021	13.3183	13.1727
ENSG00000108582.12	CPD	protein_coding	2887	1463	1425	17.0609	4.8968	4.8433
ENSG00000108587.16	GOSR1	protein_coding	2694	1378	1319	20.2094	5.8005	5.7371
ENSG00000108588.14	CCDC47	protein_coding	5870	2985	2899	99.6694	28.6070	28.2943
ENSG00000108590.11	MED31	protein_coding	534	650	689	18.7365	5.3777	5.3190
ENSG00000108591.10	DRG2	protein_coding	269	188	201	2.6860	0.7709	0.7625
ENSG00000108592.17	FTSJ3	protein_coding	2712	2233	2298	38.5269	11.0580	10.9371
ENSG00000108599.15	AKAP10	protein_coding	1791	882	910	27.3623	7.8535	7.7677
ENSG00000108602.18	ALDH3A1	protein_coding	4	1	4	0.0763	0.0219	0.0216
ENSG00000108604.16	SMARCD2	protein_coding	1671	827	846	33.7342	9.6823	9.5765
ENSG00000108622.11	ICAM2	protein_coding	144	241	204	3.2827	0.9422	0.9319
ENSG00000108639.8	SYNGR2	protein_coding	3106	1547	1560	56.6828	16.2690	16.0912
ENSG00000108641.19	B9D1	protein_coding	1391	3968	4021	12.1153	3.4773	3.4393
ENSG00000108651.10	UTP6	protein_coding	2603	1397	1231	30.1246	8.6463	8.5518
ENSG00000108654.16	DDX5	protein_coding	26832	13639	13263	213.0438	61.1476	60.4793
ENSG00000108666.10	C17orf75	protein_coding	1599	865	853	20.5872	5.9089	5.8443
ENSG00000108669.16	CYTH1	protein_coding	2911	1458	1455	27.7542	7.9660	7.8789
ENSG00000108671.11	PSMD11	protein_coding	5137	2771	2742	53.6172	15.3892	15.2210
ENSG00000108679.13	LGALS3BP	protein_coding	15234	7486	7751	329.1138	94.4619	93.4294
ENSG00000108684.15	ASIC2	protein_coding	20	12	11	0.2504	0.0719	0.0711
ENSG00000108688.11	CCL7	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000108691.9	CCL2	protein_coding	1185	586	599	44.1114	12.6608	12.5224
ENSG00000108700.5	CCL8	protein_coding	16	9	7	1.3722	0.3939	0.3895
ENSG00000108702.4	CCL1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000108733.11	PEX12	protein_coding	1380	747	779	36.5014	10.4766	10.3621
ENSG00000108759.4	KRT32	protein_coding	7	5	3	0.2581	0.0741	0.0733
ENSG00000108771.13	DHX58	protein_coding	171	94	80	3.3059	0.9489	0.9385
ENSG00000108773.11	KAT2A	protein_coding	4636	2292	2348	90.7901	26.0585	25.7737
ENSG00000108774.15	RAB5C	protein_coding	4035	1975	2065	108.1195	31.0323	30.6932
ENSG00000108784.10	NAGLU	protein_coding	2276	1100	1180	57.3293	16.4546	16.2747
ENSG00000108785.7	HSD17B1P1	unprocessed_pseudogene	41	22	19	3.1739	0.9110	0.9010
ENSG00000108786.11	HSD17B1	protein_coding	36	595	598	1.3641	0.3915	0.3873
ENSG00000108788.12	MLX	protein_coding	2562	1637	1732	44.5135	12.7762	12.6366
ENSG00000108797.12	CNTNAP1	protein_coding	1987	1269	1247	23.2946	6.6860	6.6129
ENSG00000108798.9	ABI3	protein_coding	520	276	262	16.9203	4.8564	4.8034
ENSG00000108799.13	EZH1	protein_coding	2410	1194	1226	25.4962	7.3179	7.2379
ENSG00000108813.11	DLX4	protein_coding	15	7	9	0.3057	0.0877	0.0868
ENSG00000108819.11	PPP1R9B	protein_coding	3767	2344	2176	64.1236	18.4047	18.2035
ENSG00000108821.14	COL1A1	protein_coding	4929	2464	2586	40.4567	11.6118	11.4849
ENSG00000108823.16	SGCA	protein_coding	66	39	43	1.9924	0.5718	0.5656
ENSG00000108825.18	PTGES3L-AARSD1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000108826.16	MRPL27	protein_coding	3140	1592	1549	76.8661	22.0620	21.8209
ENSG00000108828.16	VAT1	protein_coding	15951	8045	7923	340.2291	97.6522	96.5849
ENSG00000108829.10	LRRC59	protein_coding	6392	4079	4132	104.0862	29.8747	29.5482
ENSG00000108830.10	RND2	protein_coding	12885	6398	6497	218.0790	62.5928	61.9087
ENSG00000108839.12	ALOX12	protein_coding	89	140	147	2.4829	0.7126	0.7048
ENSG00000108840.15	HDAC5	protein_coding	4936	2418	2543	47.9012	13.7485	13.5983
ENSG00000108846.16	ABCC3	protein_coding	205	104	101	1.5762	0.4524	0.4475
ENSG00000108848.16	LUC7L3	protein_coding	3740	1874	1869	33.9839	9.7540	9.6474
ENSG00000108849.8	PPY	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000108852.15	MPP2	protein_coding	1788	887	907	21.6199	6.2053	6.1375
ENSG00000108854.16	SMURF2	protein_coding	1993	1012	1001	20.4269	5.8629	5.7988
ENSG00000108861.9	DUSP3	protein_coding	3086	1515	1573	45.6561	13.1042	12.9609
ENSG00000108878.5	CACNG1	protein_coding	25	10	15	1.4195	0.4074	0.4030
ENSG00000108883.13	EFTUD2	protein_coding	10040	5284	5121	73.1057	20.9827	20.7534
ENSG00000108924.14	HLF	protein_coding	493	243	250	5.3788	1.5438	1.5269
ENSG00000108932.12	SLC16A6	protein_coding	120	67	63	2.1845	0.6270	0.6202
ENSG00000108946.15	PRKAR1A	protein_coding	7376	3780	3597	79.9438	22.9454	22.6946
ENSG00000108947.5	EFNB3	protein_coding	895	460	436	20.5740	5.9051	5.8406
ENSG00000108950.12	FAM20A	protein_coding	363	176	187	4.3417	1.2462	1.2325
ENSG00000108953.17	YWHAE	protein_coding	87443	43975	43489	1752.8562	503.1028	497.6040
ENSG00000108958.4	AC130689.1	processed_pseudogene	37	19	18	6.7043	1.9243	1.9032
ENSG00000108960.9	MMD	protein_coding	2791	1409	1382	64.6209	18.5474	18.3447
ENSG00000108961.14	RANGRF	protein_coding	79	838	808	4.1129	1.1805	1.1676
ENSG00000108963.19	DPH1	protein_coding	1340	900	955	15.9833	4.5875	4.5374
ENSG00000108984.15	MAP2K6	protein_coding	1103	561	543	4.8945	1.4048	1.3895
ENSG00000109016.17	DHRS7B	protein_coding	2033	997	1038	27.1098	7.7810	7.6960
ENSG00000109046.15	WSB1	protein_coding	8748	4430	4319	75.1833	21.5790	21.3432
ENSG00000109047.8	RCVRN	protein_coding	36	20	16	1.0352	0.2971	0.2939
ENSG00000109061.10	MYH1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000109062.12	SLC9A3R1	protein_coding	4584	2386	2437	144.8860	41.5850	41.1305
ENSG00000109063.15	MYH3	protein_coding	115	60	55	1.2720	0.3651	0.3611
ENSG00000109065.12	NAT9	protein_coding	3139	1615	1524	57.0597	16.3772	16.1982
ENSG00000109066.14	TMEM104	protein_coding	2411	1237	1178	36.0740	10.3539	10.2408
ENSG00000109072.14	VTN	protein_coding	14	9	6	0.5436	0.1560	0.1543
ENSG00000109079.10	TNFAIP1	protein_coding	6729	3865	3851	127.9160	36.7143	36.3130
ENSG00000109083.14	IFT20	protein_coding	1000	758	851	22.9094	6.5754	6.5036
ENSG00000109084.14	TMEM97	protein_coding	2284	1427	1469	57.6486	16.5462	16.3654
ENSG00000109089.7	CDR2L	protein_coding	1299	646	657	27.1587	7.7951	7.7099
ENSG00000109099.16	PMP22	protein_coding	4159	2431	2407	29.5700	8.4871	8.3944
ENSG00000109101.8	FOXN1	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000109103.12	UNC119	protein_coding	2287	1086	1202	33.2170	9.5339	9.4297
ENSG00000109107.14	ALDOC	protein_coding	33748	24984	25203	955.1839	274.1558	271.1593
ENSG00000109111.15	SUPT6H	protein_coding	6565	3220	3356	46.1878	13.2568	13.1119
ENSG00000109113.20	RAB34	protein_coding	410	207	204	9.1767	2.6339	2.6051
ENSG00000109118.14	PHF12	protein_coding	3100	1544	1571	18.7436	5.3798	5.3210
ENSG00000109132.7	PHOX2B	protein_coding	6	1	5	0.1558	0.0447	0.0442
ENSG00000109133.13	TMEM33	protein_coding	3319	1656	1664	28.9966	8.3226	8.2316
ENSG00000109158.11	GABRA4	protein_coding	4	3	2	0.0262	0.0075	0.0074
ENSG00000109163.7	GNRHR	protein_coding	10	9	3	0.1679	0.0482	0.0477
